45;Шамп. Крим  біл. н/сух. 0.75;Артем.ЗШВ;70;66,5;4;103;0,75;6;1,71;41
2334;Немирів Укр.мед/перц. 0.5;Немиров;51;48,45;4;103;0,5;18;0,92;140
2649;Лікер  Калуа  0.7;Ликеры;531;504,45;4;103;0,7;12;1,5;3
3665;Немирів особлива 0.5 штоф;Немиров;49;46,55;4;103;0,5;18;0,91;135
3686;Шамп. Крим  черв. н/сл. 0.75;Артем.ЗШВ;93;88,35;4;103;0,75;6;1,71;32
3839;К.  Імперіал  0.7  сув. короб.;Таврия Премиум ТМ;1256,58;1193,75;4;103;0,7;6;1,12;0
3839;К.  Імперіал  0.7  сув. короб.;Таврия Премиум ТМ;1256,58;1193,75;4;125;0,7;6;1,12;6
4126;К.  Асканія  0.7  коллекц.;Таврия Премиум ТМ;593,71;564,02;4;103;0,7;6;1,12;0
4126;К.  Асканія  0.7  коллекц.;Таврия Премиум ТМ;593,71;564,02;4;125;0,7;6;1,12;4
5405;Ц. Дача  Кагор П.Б. 0.75;Массандра(сувенир.);198;188,1;4;103;0,75;6;1,526;0
5438;Алаз. Долина чер.н/сол. 0.75 ( БА );БрАсканели Вино;155;147,25;4;103;0,75;12;1,31;74
5440;Сапераві чер. сух. 0.75 ( БА );БрАсканели Вино;183;173,85;4;103;0,75;12;1,3;54
5715;Віскі  Дж. Уокер ( Black )  0.5;Виски;403;382,85;4;103;0,5;20;0,885;0
5756;Шамп. Артем. біл. н/сл. 0.75;Артем.ЗШВ;85;80,75;4;103;0,75;6;1,71;25
5810;Вино Аліготе  Кримське 0.75 Інкерман;Инкерман;37,39;35,52;4;103;0,75;12;1,25;0
5810;Вино Аліготе  Кримське 0.75 Інкерман;Инкерман;37,39;35,52;4;125;0,75;12;1,25;12
5843;Віскі  Дж. Уокер ( Black )  1.0  под.;Виски;723;686,85;4;103;1;12;1,486;0
6063;Мартіні  Б’янко  0.5;Мартини ТМ;89;84,55;4;103;0,5;24;0,883;665
6115;Вода Моршинская газ 1,5л;Моршанск;9,4;8,93;4;103;1,5;6;1,6;252
6223;Вино Каберне  Качинське  0.75 Інкерман;Инкерман;59,84;56,85;4;103;0,75;12;1,25;0
6223;Вино Каберне  Качинське  0.75 Інкерман;Инкерман;59,84;56,85;4;125;0,75;12;1,25;12
6225;Вино Бастардо  Старий Крим чер. сух. 0.75 Інкерман;Инкерман;45;42,75;4;103;0,75;12;1,23;11
6225;Вино Бастардо  Старий Крим чер. сух. 0.75 Інкерман;Инкерман;45;42,75;4;125;0,75;12;1,23;12
6227;Вино Старий  Нектар 0.75  Інкерман;Инкерман;41,65;39,57;4;103;0,75;12;1,23;0
6227;Вино Старий  Нектар 0.75  Інкерман;Инкерман;41,65;39,57;4;125;0,75;12;1,23;12
6597;Абсолют  Блю 0.5;Абсолют ТМ;207;196,65;4;103;0,5;12;0,9;2
6720;Мартіні  Россо  1.0;Мартини ТМ;163;154,85;4;103;1;12;1,53;16
7104;Арм. к- як 3 зір. 0.5 в короб;Грейт Велли;255;242,25;4;103;0,5;12;0,83;0
7108;Арм. к- як 5 зір. 0.5 короб;Грейт Велли;309;293,55;4;103;0,5;12;0,83;8
7109;Арм. к- як 5 зір. 0.7 в короб.;Грейт Велли;432;410,4;4;103;0,7;12;1,12;3
7333;Аліготе  сортове 0.75 Мас.;Массандра;45;42,75;4;103;0,75;12;1,315;0
7346;Дет. Шамп. Бебі Ананас 0.75;Каре Шампанское;12;11,4;4;103;0,75;6;1,71;0
8093;Им.В.Душа Монаха кр.п/сл.0.7мешок;Укримпорт;99;94,05;4;103;0,7;6;1,175;2
8310;Им.В.Душа Монаха б.п/сл.0.7мешок;Укримпорт;99;94,05;4;103;0,7;6;1,175;0
9568;Русский Стандарт Оригинал 0.5;Русский Стандарт ТМ;125;118,75;4;103;0,5;12;0,83;10
9570;Русский Стандарт Оригинал 1.0;Русский Стандарт ТМ;198;188,1;4;103;1;6;1,53;2
9730;Вино Чизай Фурмінт н/сол. 0.5;Чизай;23;21,85;4;103;0,5;12;0,85;61
9731;Вино Чизай  Харшлевелю н/сол. 0.5;Чизай;23;21,85;4;103;0,5;12;0,85;66
9732;Вино Чизай  Мушкотай н/сол. 0.5;Чизай;23;21,85;4;103;0,5;12;0,85;21
10568;Немирів Укр.мед/перц. 0.1;Немиров;13,5;12,83;4;103;0,1;30;0,25;110
10999;Шамп. Артем. черв. н/сл. 0.75;Артем.ЗШВ;73;69,35;4;103;0,7;6;1,71;19
11240;Мартіні  Екстра Драй  1.0;Мартини ТМ;163;154,85;4;103;1;12;1,53;20
11253;Ч. Граф.  Мадера Кримська 0.5;Массандра(сувенир.);150;142,5;4;103;0,5;6;1,1;0
11255;Вино Рубін  Херсонесу чер. сух. 0.75  Інкерман;Инкерман;37,39;35,52;4;103;0,75;12;1,25;0
11255;Вино Рубін  Херсонесу чер. сух. 0.75  Інкерман;Инкерман;37,39;35,52;4;125;0,75;12;1,25;12
11256;Вино Древній  Херсонес чер. н/сол. 0.75 Інкерман;Инкерман;49;46,55;4;125;0,75;12;1,23;12
